x_adj,y_adj,z(m),,x(m),y(m),z(m),,easting,northing,,,,
,,,,0.447,9.772,-0.342,,489395.402,6203457.357,,,,
,,,,0.449,9.772,-0.513,,489395.402,6203457.359,,,,
,,,,0.449,9.778,-0.684,,489395.408,6203457.359,,,,
,,,,0.399,8.654,-0.758,,489394.284,6203457.309,,,,
,,,,0.399,8.643,-0.909,,489394.273,6203457.309,,,,
,,,,0.4,8.642,-1.062,,489394.272,6203457.31,,,,
,,,,0.399,8.63,-1.214,,489394.26,6203457.309,,,,
,,,,0.4,8.615,-1.366,,489394.245,6203457.31,,,,
,,,,0.401,8.622,-1.522,,489394.252,6203457.311,,,,
,,,,0.413,8.864,-1.725,,489394.494,6203457.323,,,,
,,,,0.378,8.11,-1.726,,489393.74,6203457.288,,,,
,,,,0.357,7.627,-1.763,,489393.257,6203457.267,,,,
,,,,0.332,7.071,-1.765,,489392.701,6203457.242,,,,
,,,,0.311,6.611,-1.773,,489392.241,6203457.221,,,,
,,,,0.292,6.191,-1.777,,489391.821,6203457.202,,,,
,,,,0.448,9.323,1.146,,489394.953,6203457.358,,,,
,,,,0.451,9.365,0.985,,489394.995,6203457.361,,,,
,,,,0.458,9.544,0.836,,489395.174,6203457.368,,,,
,,,,0.472,9.761,0.683,,489395.391,6203457.382,,,,
,,,,0.423,8.589,-0.752,,489394.219,6203457.333,,,,
,,,,0.42,8.531,-0.898,,489394.161,6203457.33,,,,
,,,,0.421,8.525,-1.048,,489394.155,6203457.331,,,,
,,,,0.42,8.506,-1.197,,489394.136,6203457.33,,,,
,,,,0.422,8.503,-1.348,,489394.133,6203457.332,,,,
,,,,0.422,8.502,-1.501,,489394.132,6203457.332,,,,
,,,,0.42,8.439,-1.642,,489394.069,6203457.33,,,,
,,,,0.4,8.03,-1.709,,489393.66,6203457.31,,,,
,,,,0.381,7.63,-1.764,,489393.26,6203457.291,,,,
,,,,0.355,7.074,-1.766,,489392.704,6203457.265,,,,
,,,,0.331,6.61,-1.773,,489392.24,6203457.241,,,,
,,,,0.312,6.194,-1.778,,489391.824,6203457.222,,,,
,,,,0.449,9.353,1.316,,489394.983,6203457.359,,,,
,,,,0.448,9.323,1.146,,489394.953,6203457.358,,,,
,,,,0.451,9.365,0.985,,489394.995,6203457.361,,,,
,,,,0.458,9.544,0.836,,489395.174,6203457.368,,,,
,,,,0.472,9.761,0.683,,489395.391,6203457.382,,,,
,,,,0.472,9.763,0.512,,489395.393,6203457.382,,,,
,,,,0.474,9.771,0.342,,489395.401,6203457.384,,,,
,,,,0.474,9.771,0.171,,489395.401,6203457.384,,,,
,,,,0.476,9.768,0,,489395.398,6203457.386,,,,
,,,,0.476,9.759,-0.171,,489395.389,6203457.386,,,,
,,,,0.478,9.774,-0.342,,489395.404,6203457.388,,,,
,,,,0.423,8.589,-0.752,,489394.219,6203457.333,,,,
,,,,0.42,8.531,-0.898,,489394.161,6203457.33,,,,
,,,,0.421,8.525,-1.048,,489394.155,6203457.331,,,,
,,,,0.42,8.506,-1.197,,489394.136,6203457.33,,,,
,,,,0.422,8.503,-1.348,,489394.133,6203457.332,,,,
,,,,0.422,8.502,-1.501,,489394.132,6203457.332,,,,
,,,,0.42,8.439,-1.642,,489394.069,6203457.33,,,,
,,,,0.4,8.03,-1.709,,489393.66,6203457.31,,,,
,,,,0.381,7.63,-1.764,,489393.26,6203457.291,,,,
,,,,0.355,7.074,-1.766,,489392.704,6203457.265,,,,
,,,,0.331,6.61,-1.773,,489392.24,6203457.241,,,,
,,,,0.312,6.194,-1.778,,489391.824,6203457.222,,,,
,,,,0.477,9.31,1.145,,489394.94,6203457.387,,,,
,,,,0.48,9.348,0.984,,489394.978,6203457.39,,,,
,,,,0.487,9.507,0.833,,489395.137,6203457.397,,,,
,,,,0.445,8.488,-0.744,,489394.118,6203457.355,,,,
,,,,0.444,8.478,-0.892,,489394.108,6203457.354,,,,
,,,,0.445,8.461,-1.04,,489394.091,6203457.355,,,,
,,,,0.443,8.418,-1.185,,489394.048,6203457.353,,,,
,,,,0.443,8.399,-1.332,,489394.029,6203457.353,,,,
,,,,0.443,8.399,-1.483,,489394.029,6203457.353,,,,
,,,,0.444,8.379,-1.631,,489394.009,6203457.354,,,,
,,,,0.426,8.053,-1.714,,489393.683,6203457.336,,,,
,,,,0.405,7.628,-1.764,,489393.258,6203457.315,,,,
,,,,0.377,7.077,-1.767,,489392.707,6203457.287,,,,
,,,,0.352,6.613,-1.774,,489392.243,6203457.262,,,,
,,,,0.331,6.197,-1.78,,489391.827,6203457.241,,,,
,,,,0.48,9.375,1.319,,489395.005,6203457.39,,,,
,,,,0.477,9.31,1.145,,489394.94,6203457.387,,,,
,,,,0.48,9.348,0.984,,489394.978,6203457.39,,,,
,,,,0.487,9.507,0.833,,489395.137,6203457.397,,,,
,,,,0.504,9.775,0.684,,489395.405,6203457.414,,,,
,,,,0.445,8.488,-0.744,,489394.118,6203457.355,,,,
,,,,0.444,8.478,-0.892,,489394.108,6203457.354,,,,
,,,,0.445,8.461,-1.04,,489394.091,6203457.355,,,,
,,,,0.443,8.418,-1.185,,489394.048,6203457.353,,,,
,,,,0.443,8.399,-1.332,,489394.029,6203457.353,,,,
,,,,0.443,8.399,-1.483,,489394.029,6203457.353,,,,
,,,,0.444,8.379,-1.631,,489394.009,6203457.354,,,,
,,,,0.426,8.053,-1.714,,489393.683,6203457.336,,,,
,,,,0.405,7.628,-1.764,,489393.258,6203457.315,,,,
,,,,0.377,7.077,-1.767,,489392.707,6203457.287,,,,
,,,,0.352,6.613,-1.774,,489392.243,6203457.262,,,,
,,,,0.331,6.197,-1.78,,489391.827,6203457.241,,,,
,,,,0.505,9.288,1.142,,489394.918,6203457.415,,,,
,,,,0.51,9.351,0.984,,489394.981,6203457.42,,,,
,,,,0.516,9.498,0.832,,489395.128,6203457.426,,,,
,,,,0.515,9.297,-0.488,,489394.927,6203457.425,,,,
,,,,0.514,9.283,-0.65,,489394.913,6203457.424,,,,
,,,,0.464,8.359,-0.732,,489393.989,6203457.374,,,,
,,,,0.465,8.377,-0.882,,489394.007,6203457.375,,,,
,,,,0.466,8.356,-1.028,,489393.986,6203457.376,,,,
,,,,0.464,8.333,-1.173,,489393.963,6203457.374,,,,
,,,,0.463,8.284,-1.314,,489393.914,6203457.373,,,,
,,,,0.464,8.299,-1.466,,489393.929,6203457.374,,,,
,,,,0.467,8.327,-1.621,,489393.957,6203457.377,,,,
,,,,0.452,8.051,-1.714,,489393.681,6203457.362,,,,
,,,,0.429,7.627,-1.764,,489393.257,6203457.339,,,,
,,,,0.399,7.076,-1.767,,489392.706,6203457.309,,,,
,,,,0.373,6.608,-1.773,,489392.238,6203457.283,,,,
,,,,0.351,6.2,-1.781,,489391.83,6203457.261,,,,
,,,,0.51,9.39,1.322,,489395.02,6203457.42,,,,
,,,,0.505,9.288,1.142,,489394.918,6203457.415,,,,
,,,,0.51,9.351,0.984,,489394.981,6203457.42,,,,
,,,,0.516,9.498,0.832,,489395.128,6203457.426,,,,
,,,,0.513,9.284,-0.325,,489394.914,6203457.423,,,,
,,,,0.515,9.297,-0.488,,489394.927,6203457.425,,,,
,,,,0.514,9.283,-0.65,,489394.913,6203457.424,,,,
,,,,0.464,8.359,-0.732,,489393.989,6203457.374,,,,
,,,,0.465,8.377,-0.882,,489394.007,6203457.375,,,,
,,,,0.466,8.356,-1.028,,489393.986,6203457.376,,,,
,,,,0.464,8.333,-1.173,,489393.963,6203457.374,,,,
,,,,0.463,8.284,-1.314,,489393.914,6203457.373,,,,
,,,,0.464,8.299,-1.466,,489393.929,6203457.374,,,,
,,,,0.467,8.327,-1.621,,489393.957,6203457.377,,,,
,,,,0.452,8.051,-1.714,,489393.681,6203457.362,,,,
,,,,0.429,7.627,-1.764,,489393.257,6203457.339,,,,
,,,,0.399,7.076,-1.767,,489392.706,6203457.309,,,,
,,,,0.373,6.608,-1.773,,489392.238,6203457.283,,,,
,,,,0.351,6.2,-1.781,,489391.83,6203457.261,,,,
,,,,0.534,9.283,1.142,,489394.913,6203457.444,,,,
,,,,0.539,9.341,0.983,,489394.971,6203457.449,,,,
,,,,0.544,9.468,0.83,,489395.098,6203457.454,,,,
,,,,0.538,9.267,0.324,,489394.897,6203457.448,,,,
,,,,0.538,9.271,0.162,,489394.901,6203457.448,,,,
,,,,0.54,9.272,0,,489394.902,6203457.45,,,,
,,,,0.54,9.275,-0.162,,489394.905,6203457.45,,,,
,,,,0.541,9.275,-0.324,,489394.905,6203457.451,,,,
,,,,0.543,9.275,-0.487,,489394.905,6203457.453,,,,
,,,,0.543,9.281,-0.65,,489394.911,6203457.453,,,,
,,,,0.483,8.23,-0.721,,489393.86,6203457.393,,,,
,,,,0.485,8.256,-0.869,,489393.886,6203457.395,,,,
,,,,0.486,8.26,-1.016,,489393.89,6203457.396,,,,
,,,,0.485,8.241,-1.16,,489393.871,6203457.395,,,,
,,,,0.487,8.239,-1.307,,489393.869,6203457.397,,,,
,,,,0.486,8.223,-1.452,,489393.853,6203457.396,,,,
,,,,0.488,8.235,-1.604,,489393.865,6203457.398,,,,
,,,,0.484,8.163,-1.738,,489393.793,6203457.394,,,,
,,,,0.453,7.626,-1.764,,489393.256,6203457.363,,,,
,,,,0.421,7.071,-1.766,,489392.701,6203457.331,,,,
,,,,0.393,6.603,-1.772,,489392.233,6203457.303,,,,
,,,,0.37,6.195,-1.78,,489391.825,6203457.28,,,,
,,,,0.537,9.349,1.316,,489394.979,6203457.447,,,,
,,,,0.534,9.283,1.142,,489394.913,6203457.444,,,,
,,,,0.539,9.341,0.983,,489394.971,6203457.449,,,,
,,,,0.544,9.468,0.83,,489395.098,6203457.454,,,,
,,,,0.537,9.29,0.651,,489394.92,6203457.447,,,,
,,,,0.536,9.276,0.487,,489394.906,6203457.446,,,,
,,,,0.538,9.267,0.324,,489394.897,6203457.448,,,,
,,,,0.538,9.271,0.162,,489394.901,6203457.448,,,,
,,,,0.54,9.272,0,,489394.902,6203457.45,,,,
,,,,0.54,9.275,-0.162,,489394.905,6203457.45,,,,
,,,,0.541,9.275,-0.324,,489394.905,6203457.451,,,,
,,,,0.543,9.275,-0.487,,489394.905,6203457.453,,,,
,,,,0.543,9.281,-0.65,,489394.911,6203457.453,,,,
,,,,0.483,8.23,-0.721,,489393.86,6203457.393,,,,
,,,,0.485,8.256,-0.869,,489393.886,6203457.395,,,,
,,,,0.486,8.26,-1.016,,489393.89,6203457.396,,,,
,,,,0.485,8.241,-1.16,,489393.871,6203457.395,,,,
,,,,0.487,8.239,-1.307,,489393.869,6203457.397,,,,
,,,,0.486,8.223,-1.452,,489393.853,6203457.396,,,,
,,,,0.488,8.235,-1.604,,489393.865,6203457.398,,,,
,,,,0.484,8.163,-1.738,,489393.793,6203457.394,,,,
,,,,0.453,7.626,-1.764,,489393.256,6203457.363,,,,
,,,,0.421,7.071,-1.766,,489392.701,6203457.331,,,,
,,,,0.393,6.603,-1.772,,489392.233,6203457.303,,,,
,,,,0.37,6.195,-1.78,,489391.825,6203457.28,,,,
,,,,0.563,9.28,1.307,,489394.91,6203457.473,,,,
,,,,0.561,9.249,1.138,,489394.879,6203457.471,,,,
,,,,0.564,9.268,0.976,,489394.898,6203457.474,,,,
,,,,0.562,9.271,0.813,,489394.901,6203457.472,,,,
,,,,0.565,9.264,0.649,,489394.894,6203457.475,,,,
,,,,0.565,9.262,0.486,,489394.892,6203457.475,,,,
,,,,0.567,9.265,0.324,,489394.895,6203457.477,,,,
,,,,0.567,9.273,0.162,,489394.903,6203457.477,,,,
,,,,0.569,9.279,0,,489394.909,6203457.479,,,,
,,,,0.569,9.281,-0.162,,489394.911,6203457.479,,,,
,,,,0.503,8.133,-0.713,,489393.763,6203457.413,,,,
,,,,0.504,8.147,-0.858,,489393.777,6203457.414,,,,
,,,,0.505,8.135,-1.001,,489393.765,6203457.415,,,,
,,,,0.505,8.144,-1.147,,489393.774,6203457.415,,,,
,,,,0.506,8.127,-1.29,,489393.757,6203457.416,,,,
,,,,0.506,8.138,-1.438,,489393.768,6203457.416,,,,
,,,,0.508,8.136,-1.584,,489393.766,6203457.418,,,,
,,,,0.51,8.173,-1.741,,489393.803,6203457.42,,,,
,,,,0.477,7.624,-1.764,,489393.254,6203457.387,,,,
,,,,0.444,7.081,-1.769,,489392.711,6203457.354,,,,
,,,,0.415,6.609,-1.774,,489392.239,6203457.325,,,,
,,,,0.39,6.194,-1.78,,489391.824,6203457.3,,,,
,,,,0.563,9.28,1.307,,489394.91,6203457.473,,,,
,,,,0.561,9.249,1.138,,489394.879,6203457.471,,,,
,,,,0.564,9.268,0.976,,489394.898,6203457.474,,,,
,,,,0.562,9.271,0.813,,489394.901,6203457.472,,,,
,,,,0.565,9.264,0.649,,489394.894,6203457.475,,,,
,,,,0.565,9.262,0.486,,489394.892,6203457.475,,,,
,,,,0.567,9.265,0.324,,489394.895,6203457.477,,,,
,,,,0.567,9.273,0.162,,489394.903,6203457.477,,,,
,,,,0.569,9.279,0,,489394.909,6203457.479,,,,
,,,,0.569,9.281,-0.162,,489394.911,6203457.479,,,,
,,,,0.571,9.281,-0.325,,489394.911,6203457.481,,,,
,,,,0.573,9.29,-0.488,,489394.92,6203457.483,,,,
,,,,0.573,9.296,-0.651,,489394.926,6203457.483,,,,
,,,,0.503,8.133,-0.713,,489393.763,6203457.413,,,,
,,,,0.504,8.147,-0.858,,489393.777,6203457.414,,,,
,,,,0.505,8.135,-1.001,,489393.765,6203457.415,,,,
,,,,0.505,8.144,-1.147,,489393.774,6203457.415,,,,
,,,,0.506,8.127,-1.29,,489393.757,6203457.416,,,,
,,,,0.506,8.138,-1.438,,489393.768,6203457.416,,,,
,,,,0.508,8.136,-1.584,,489393.766,6203457.418,,,,
,,,,0.51,8.173,-1.741,,489393.803,6203457.42,,,,
,,,,0.477,7.624,-1.764,,489393.254,6203457.387,,,,
,,,,0.444,7.081,-1.769,,489392.711,6203457.354,,,,
,,,,0.415,6.609,-1.774,,489392.239,6203457.325,,,,
,,,,0.39,6.194,-1.78,,489391.824,6203457.3,,,,
,,,,0.592,9.274,1.306,,489394.904,6203457.502,,,,
,,,,0.591,9.263,1.14,,489394.893,6203457.501,,,,
,,,,0.594,9.29,0.978,,489394.92,6203457.504,,,,
,,,,0.527,8.104,-0.71,,489393.734,6203457.437,,,,
,,,,0.526,8.094,-0.853,,489393.724,6203457.436,,,,
,,,,0.525,8.054,-0.991,,489393.684,6203457.435,,,,
,,,,0.524,8.04,-1.132,,489393.67,6203457.434,,,,
,,,,0.524,8.011,-1.271,,489393.641,6203457.434,,,,
,,,,0.524,8.015,-1.416,,489393.645,6203457.434,,,,
,,,,0.526,8.024,-1.563,,489393.654,6203457.436,,,,
,,,,0.536,8.179,-1.742,,489393.809,6203457.446,,,,
,,,,0.5,7.603,-1.759,,489393.233,6203457.41,,,,
,,,,0.466,7.076,-1.768,,489392.706,6203457.376,,,,
,,,,0.436,6.612,-1.775,,489392.242,6203457.346,,,,
,,,,0.409,6.196,-1.781,,489391.826,6203457.319,,,,
,,,,0.592,9.274,1.306,,489394.904,6203457.502,,,,
,,,,0.591,9.263,1.14,,489394.893,6203457.501,,,,
,,,,0.594,9.29,0.978,,489394.92,6203457.504,,,,
,,,,0.591,9.262,0.812,,489394.892,6203457.501,,,,
,,,,0.595,9.27,0.65,,489394.9,6203457.505,,,,
,,,,0.594,9.264,0.487,,489394.894,6203457.504,,,,
,,,,0.597,9.283,0.325,,489394.913,6203457.507,,,,
,,,,0.597,9.279,0.162,,489394.909,6203457.507,,,,
,,,,0.517,7.98,-0.559,,489393.61,6203457.427,,,,
,,,,0.527,8.104,-0.71,,489393.734,6203457.437,,,,
,,,,0.526,8.094,-0.853,,489393.724,6203457.436,,,,
,,,,0.525,8.054,-0.991,,489393.684,6203457.435,,,,
,,,,0.524,8.04,-1.132,,489393.67,6203457.434,,,,
,,,,0.524,8.011,-1.271,,489393.641,6203457.434,,,,
,,,,0.524,8.015,-1.416,,489393.645,6203457.434,,,,
,,,,0.526,8.024,-1.563,,489393.654,6203457.436,,,,
,,,,0.536,8.179,-1.742,,489393.809,6203457.446,,,,
,,,,0.5,7.603,-1.759,,489393.233,6203457.41,,,,
,,,,0.466,7.076,-1.768,,489392.706,6203457.376,,,,
,,,,0.436,6.612,-1.775,,489392.242,6203457.346,,,,
,,,,0.409,6.196,-1.781,,489391.826,6203457.319,,,,
,,,,0.623,9.301,1.145,,489394.931,6203457.533,,,,
,,,,0.629,9.371,0.987,,489395.001,6203457.539,,,,
,,,,0.535,7.867,-0.551,,489393.497,6203457.445,,,,
,,,,0.546,8.005,-0.843,,489393.635,6203457.456,,,,
,,,,0.547,8.009,-0.986,,489393.639,6203457.457,,,,
,,,,0.543,7.947,-1.12,,489393.577,6203457.453,,,,
,,,,0.542,7.915,-1.256,,489393.545,6203457.452,,,,
,,,,0.542,7.915,-1.399,,489393.545,6203457.452,,,,
,,,,0.543,7.909,-1.541,,489393.539,6203457.453,,,,
,,,,0.561,8.17,-1.741,,489393.8,6203457.471,,,,
,,,,0.521,7.57,-1.752,,489393.2,6203457.431,,,,
,,,,0.488,7.066,-1.766,,489392.696,6203457.398,,,,
,,,,0.457,6.614,-1.777,,489392.244,6203457.367,,,,
,,,,0.429,6.195,-1.781,,489391.825,6203457.339,,,,
,,,,0.627,9.371,1.32,,489395.001,6203457.537,,,,
,,,,0.623,9.301,1.145,,489394.931,6203457.533,,,,
,,,,0.629,9.371,0.987,,489395.001,6203457.539,,,,
,,,,0.535,7.867,-0.551,,489393.497,6203457.445,,,,
,,,,0.549,8.05,-0.706,,489393.68,6203457.459,,,,
,,,,0.546,8.005,-0.843,,489393.635,6203457.456,,,,
,,,,0.547,8.009,-0.986,,489393.639,6203457.457,,,,
,,,,0.543,7.947,-1.12,,489393.577,6203457.453,,,,
,,,,0.542,7.915,-1.256,,489393.545,6203457.452,,,,
,,,,0.542,7.915,-1.399,,489393.545,6203457.452,,,,
,,,,0.543,7.909,-1.541,,489393.539,6203457.453,,,,
,,,,0.561,8.17,-1.741,,489393.8,6203457.471,,,,
,,,,0.521,7.57,-1.752,,489393.2,6203457.431,,,,
,,,,0.488,7.066,-1.766,,489392.696,6203457.398,,,,
,,,,0.457,6.614,-1.777,,489392.244,6203457.367,,,,
,,,,0.429,6.195,-1.781,,489391.825,6203457.339,,,,
,,,,0.654,9.335,1.149,,489394.965,6203457.564,,,,
,,,,0.66,9.389,0.989,,489395.019,6203457.57,,,,
,,,,0.555,7.793,-0.546,,489393.423,6203457.465,,,,
,,,,0.562,7.884,-0.831,,489393.514,6203457.472,,,,
,,,,0.564,7.881,-0.97,,489393.511,6203457.474,,,,
,,,,0.563,7.87,-1.109,,489393.5,6203457.473,,,,
,,,,0.565,7.881,-1.251,,489393.511,6203457.475,,,,
,,,,0.565,7.886,-1.394,,489393.516,6203457.475,,,,
,,,,0.564,7.852,-1.53,,489393.482,6203457.474,,,,
,,,,0.558,7.766,-1.655,,489393.396,6203457.468,,,,
,,,,0.544,7.549,-1.747,,489393.179,6203457.454,,,,
,,,,0.51,7.069,-1.767,,489392.699,6203457.42,,,,
,,,,0.477,6.613,-1.777,,489392.243,6203457.387,,,,
,,,,0.449,6.201,-1.783,,489391.831,6203457.359,,,,
,,,,0.658,9.392,1.323,,489395.022,6203457.568,,,,
,,,,0.654,9.335,1.149,,489394.965,6203457.564,,,,
,,,,0.66,9.389,0.989,,489395.019,6203457.57,,,,
,,,,0.555,7.793,-0.546,,489393.423,6203457.465,,,,
,,,,0.57,7.985,-0.7,,489393.615,6203457.48,,,,
,,,,0.562,7.884,-0.831,,489393.514,6203457.472,,,,
,,,,0.564,7.881,-0.97,,489393.511,6203457.474,,,,
,,,,0.563,7.87,-1.109,,489393.5,6203457.473,,,,
,,,,0.565,7.881,-1.251,,489393.511,6203457.475,,,,
,,,,0.565,7.886,-1.394,,489393.516,6203457.475,,,,
,,,,0.564,7.852,-1.53,,489393.482,6203457.474,,,,
,,,,0.558,7.766,-1.655,,489393.396,6203457.468,,,,
,,,,0.544,7.549,-1.747,,489393.179,6203457.454,,,,
,,,,0.51,7.069,-1.767,,489392.699,6203457.42,,,,
,,,,0.477,6.613,-1.777,,489392.243,6203457.387,,,,
,,,,0.449,6.201,-1.783,,489391.831,6203457.359,,,,
,,,,0.685,9.345,1.15,,489394.975,6203457.595,,,,
,,,,0.69,9.403,0.991,,489395.033,6203457.6,,,,
,,,,0.573,7.716,-0.541,,489393.346,6203457.483,,,,
,,,,0.578,7.764,-0.818,,489393.394,6203457.488,,,,
,,,,0.58,7.772,-0.957,,489393.402,6203457.49,,,,
,,,,0.581,7.778,-1.096,,489393.408,6203457.491,,,,
,,,,0.581,7.761,-1.233,,489393.391,6203457.491,,,,
,,,,0.581,7.766,-1.373,,489393.396,6203457.491,,,,
,,,,0.582,7.757,-1.512,,489393.387,6203457.492,,,,
,,,,0.579,7.717,-1.645,,489393.347,6203457.489,,,,
,,,,0.568,7.551,-1.748,,489393.181,6203457.478,,,,
,,,,0.533,7.067,-1.767,,489392.697,6203457.443,,,,
,,,,0.498,6.611,-1.777,,489392.241,6203457.408,,,,
,,,,0.468,6.2,-1.783,,489391.83,6203457.378,,,,
,,,,0.685,9.345,1.15,,489394.975,6203457.595,,,,
,,,,0.69,9.403,0.991,,489395.033,6203457.6,,,,
,,,,0.573,7.716,-0.541,,489393.346,6203457.483,,,,
,,,,0.578,7.764,-0.818,,489393.394,6203457.488,,,,
,,,,0.58,7.772,-0.957,,489393.402,6203457.49,,,,
,,,,0.581,7.778,-1.096,,489393.408,6203457.491,,,,
,,,,0.581,7.761,-1.233,,489393.391,6203457.491,,,,
,,,,0.581,7.766,-1.373,,489393.396,6203457.491,,,,
,,,,0.582,7.757,-1.512,,489393.387,6203457.492,,,,
,,,,0.579,7.717,-1.645,,489393.347,6203457.489,,,,
,,,,0.568,7.551,-1.748,,489393.181,6203457.478,,,,
,,,,0.533,7.067,-1.767,,489392.697,6203457.443,,,,
,,,,0.498,6.611,-1.777,,489392.241,6203457.408,,,,
,,,,0.468,6.2,-1.783,,489391.83,6203457.378,,,,
,,,,0.591,7.63,-0.535,,489393.26,6203457.501,,,,
,,,,0.602,7.758,-0.818,,489393.388,6203457.512,,,,
,,,,0.599,7.699,-0.948,,489393.329,6203457.509,,,,
,,,,0.597,7.669,-1.081,,489393.299,6203457.507,,,,
,,,,0.596,7.641,-1.214,,489393.271,6203457.506,,,,
,,,,0.597,7.654,-1.354,,489393.284,6203457.507,,,,
,,,,0.598,7.649,-1.491,,489393.279,6203457.508,,,,
,,,,0.598,7.649,-1.631,,489393.279,6203457.508,,,,
,,,,0.591,7.546,-1.747,,489393.176,6203457.501,,,,
,,,,0.555,7.065,-1.767,,489392.695,6203457.465,,,,
,,,,0.519,6.614,-1.778,,489392.244,6203457.429,,,,
,,,,0.488,6.198,-1.783,,489391.828,6203457.398,,,,
,,,,0.714,9.338,1.15,,489394.968,6203457.624,,,,
,,,,0.717,9.357,0.986,,489394.987,6203457.627,,,,
,,,,0.591,7.63,-0.535,,489393.26,6203457.501,,,,
,,,,0.602,7.758,-0.818,,489393.388,6203457.512,,,,
,,,,0.599,7.699,-0.948,,489393.329,6203457.509,,,,
,,,,0.597,7.669,-1.081,,489393.299,6203457.507,,,,
,,,,0.596,7.641,-1.214,,489393.271,6203457.506,,,,
,,,,0.597,7.654,-1.354,,489393.284,6203457.507,,,,
,,,,0.598,7.649,-1.491,,489393.279,6203457.508,,,,
,,,,0.598,7.649,-1.631,,489393.279,6203457.508,,,,
,,,,0.591,7.546,-1.747,,489393.176,6203457.501,,,,
,,,,0.555,7.065,-1.767,,489392.695,6203457.465,,,,
,,,,0.519,6.614,-1.778,,489392.244,6203457.429,,,,
,,,,0.488,6.198,-1.783,,489391.828,6203457.398,,,,
,,,,0.61,7.561,-0.53,,489393.191,6203457.52,,,,
,,,,0.617,7.633,-0.805,,489393.263,6203457.527,,,,
,,,,0.618,7.63,-0.94,,489393.26,6203457.528,,,,
,,,,0.62,7.652,-1.079,,489393.282,6203457.53,,,,
,,,,0.616,7.584,-1.205,,489393.214,6203457.526,,,,
,,,,0.618,7.609,-1.346,,489393.239,6203457.528,,,,
,,,,0.617,7.588,-1.48,,489393.218,6203457.527,,,,
,,,,0.614,7.546,-1.609,,489393.176,6203457.524,,,,
,,,,0.616,7.552,-1.749,,489393.182,6203457.526,,,,
,,,,0.577,7.064,-1.767,,489392.694,6203457.487,,,,
,,,,0.54,6.608,-1.777,,489392.238,6203457.45,,,,
,,,,0.507,6.189,-1.781,,489391.819,6203457.417,,,,
,,,,0.748,9.396,1.157,,489395.026,6203457.658,,,,
,,,,0.75,9.402,0.991,,489395.032,6203457.66,,,,
,,,,0.61,7.561,-0.53,,489393.191,6203457.52,,,,
,,,,0.617,7.633,-0.805,,489393.263,6203457.527,,,,
,,,,0.618,7.63,-0.94,,489393.26,6203457.528,,,,
,,,,0.62,7.652,-1.079,,489393.282,6203457.53,,,,
,,,,0.616,7.584,-1.205,,489393.214,6203457.526,,,,
,,,,0.618,7.609,-1.346,,489393.239,6203457.528,,,,
,,,,0.617,7.588,-1.48,,489393.218,6203457.527,,,,
,,,,0.614,7.546,-1.609,,489393.176,6203457.524,,,,
,,,,0.616,7.552,-1.749,,489393.182,6203457.526,,,,
,,,,0.577,7.064,-1.767,,489392.694,6203457.487,,,,
,,,,0.54,6.608,-1.777,,489392.238,6203457.45,,,,
,,,,0.507,6.189,-1.781,,489391.819,6203457.417,,,,
,,,,0.63,7.519,-0.528,,489393.149,6203457.54,,,,
,,,,0.631,7.512,-0.792,,489393.142,6203457.541,,,,
,,,,0.634,7.533,-0.928,,489393.163,6203457.544,,,,
,,,,0.633,7.523,-1.061,,489393.153,6203457.543,,,,
,,,,0.634,7.519,-1.195,,489393.149,6203457.544,,,,
,,,,0.635,7.533,-1.333,,489393.163,6203457.545,,,,
,,,,0.636,7.524,-1.468,,489393.154,6203457.546,,,,
,,,,0.634,7.509,-1.602,,489393.139,6203457.544,,,,
,,,,0.64,7.554,-1.75,,489393.184,6203457.55,,,,
,,,,0.592,6.977,-1.746,,489392.607,6203457.502,,,,
,,,,0.561,6.606,-1.777,,489392.236,6203457.471,,,,
,,,,0.527,6.195,-1.783,,489391.825,6203457.437,,,,
,,,,0.784,9.459,0.998,,489395.089,6203457.694,,,,
,,,,0.63,7.519,-0.528,,489393.149,6203457.54,,,,
,,,,0.631,7.512,-0.792,,489393.142,6203457.541,,,,
,,,,0.634,7.533,-0.928,,489393.163,6203457.544,,,,
,,,,0.633,7.523,-1.061,,489393.153,6203457.543,,,,
,,,,0.634,7.519,-1.195,,489393.149,6203457.544,,,,
,,,,0.635,7.533,-1.333,,489393.163,6203457.545,,,,
,,,,0.636,7.524,-1.468,,489393.154,6203457.546,,,,
,,,,0.634,7.509,-1.602,,489393.139,6203457.544,,,,
,,,,0.64,7.554,-1.75,,489393.184,6203457.55,,,,
,,,,0.592,6.977,-1.746,,489392.607,6203457.502,,,,
,,,,0.561,6.606,-1.777,,489392.236,6203457.471,,,,
,,,,0.527,6.195,-1.783,,489391.825,6203457.437,,,,
,,,,0.652,7.493,-0.526,,489393.123,6203457.562,,,,
,,,,0.653,7.498,-0.791,,489393.128,6203457.563,,,,
,,,,0.654,7.491,-0.923,,489393.121,6203457.564,,,,
,,,,0.65,7.442,-1.05,,489393.072,6203457.56,,,,
,,,,0.647,7.399,-1.176,,489393.029,6203457.557,,,,
,,,,0.648,7.409,-1.311,,489393.039,6203457.558,,,,
,,,,0.649,7.401,-1.444,,489393.031,6203457.559,,,,
,,,,0.648,7.39,-1.577,,489393.02,6203457.558,,,,
,,,,0.663,7.552,-1.75,,489393.182,6203457.573,,,,
